"Date","Location","Site","Type","Trap","Order","Family","Abundance","Length","bio.flux","dens.flux","Macrophyte","Substrate","mean.width","mean.depth","mean.daily.temp","dist.from.natural","per.gravel","per.sand","day_n"
2022-06-13,"LL",1,"Ditch","b","Diptera","",252,2.4354,32.6210123043969,109.090909090909,0,"gravel",5.82,0.77,6.37711458333333,1575.3,100,0,164
2022-06-13,"LL",1,"Ditch","a","Diptera","",416,3.0276,88.0691782953643,180.08658008658,0,"gravel",5.82,0.77,6.37711458333333,1575.3,100,0,164
2022-06-13,"LL",1,"Ditch","c","Ephemeroptera","",6,5.99933333333333,3.14879043960074,2.5974025974026,0,"gravel",5.82,0.77,6.37711458333333,1575.3,100,0,164
2022-06-13,"LL",1,"Ditch","a","Ephemeroptera","",24,5.36983333333333,9.55717867923662,10.3896103896104,0,"gravel",5.82,0.77,6.37711458333333,1575.3,100,0,164
2022-06-13,"LL",1,"Ditch","c","Diptera","",188,2.723,31.3194069691978,81.3852813852814,0,"gravel",5.82,0.77,6.37711458333333,1575.3,100,0,164
2022-06-13,"LL",1,"Ditch","b","Ephemeroptera","",20,6.0302,10.630948767021,8.65800865800866,0,"gravel",5.82,0.77,6.37711458333333,1575.3,100,0,164
2022-06-13,"LL",2,"Ditch","b","Diptera","",19,3.31652631578947,4.94249460703672,8.22510822510822,0,"gravel",6.61,0.87,NA,4203.3,70,30,164
2022-06-13,"LL",2,"Ditch","a","Diptera","",16,2.4356,2.07155980573681,6.92640692640693,0,"gravel",6.61,0.87,NA,4203.3,70,30,164
2022-06-13,"LL",2,"Ditch","c","Diptera","",42,3.00105,8.71635288134394,18.1818181818182,0,"gravel",6.61,0.87,NA,4203.3,70,30,164
2022-06-13,"LL",3,"Ditch","a","Diptera","",6,2.7095,0.988390933357596,2.5974025974026,0,"gravel",6.12,1,NA,7220.4,50,50,164
2022-06-13,"LL",3,"Ditch","b","Diptera","",7,3.10671428571429,1.57089451074292,3.03030303030303,0,"gravel",6.12,1,NA,7220.4,50,50,164
2022-06-13,"LL",4,"Ditch","b","Diptera","",10,2.5129,1.38945337416374,4.32900432900433,0,"sand",5.5,1.3,6.81578125,15569,10,90,164
2022-06-13,"LL",4,"Ditch","a","Diptera","",7,3.04416666666667,1.50032274959038,3.03030303030303,0,"sand",5.5,1.3,6.81578125,15569,10,90,164
2022-06-13,"LL",4,"Ditch","c","Diptera","",3,1.57233333333333,0.144464158046027,1.2987012987013,0,"sand",5.5,1.3,6.81578125,15569,10,90,164
2022-06-13,"LL",5,"Ditch","a","Diptera","",3,2.91566666666667,0.583279692722043,1.2987012987013,0,"gravel",6.176,0.602,NA,25189.9,90,10,164
2022-06-13,"LL",5,"Ditch","c","Diptera","",2,1.9965,0.165229145907693,0.865800865800866,0,"gravel",6.176,0.602,NA,25189.9,90,10,164
2022-06-13,"LL",5,"Ditch","b","Diptera","",3,2.97766666666667,0.611686936109351,1.2987012987013,0,"gravel",6.176,0.602,NA,25189.9,90,10,164
2022-06-13,"LL",6,"Ditch","b","Diptera","",6,2.91716666666667,1.16791616540822,2.5974025974026,0,"sand",6.51,1.12,7.73241666666667,31449.9,0,100,164
2022-06-13,"LL",6,"Ditch","a","Diptera","",6,2.29833333333333,0.681385170584558,2.5974025974026,0,"sand",6.51,1.12,7.73241666666667,31449.9,0,100,164
2022-06-13,"LL",6,"Ditch","c","Diptera","",1,1.694,0.0569891669953863,0.432900432900433,0,"sand",6.51,1.12,7.73241666666667,31449.9,0,100,164
2022-06-13,"LL",7,"Ditch","b","Diptera","",42,2.88775,7.99027967922527,18.1818181818182,1,"sand",4.23,0.9375,8.18303125,37687.9,0,100,164
2022-06-13,"LL",7,"Ditch","c","Diptera","",29,3.21625,7.03811818950986,12.5541125541126,1,"sand",4.23,0.9375,8.18303125,37687.9,0,100,164
2022-06-13,"LL",7,"Ditch","a","Diptera","",34,2.94165,6.74438859998771,14.7186147186147,1,"sand",4.23,0.9375,8.18303125,37687.9,0,100,164
2022-06-13,"LL",8,"Ditch","c","Diptera","",6,1.70116666666667,0.345213026518248,2.5974025974026,1,"sand",3.98,0.908,8.93945833333333,47460.7,0,100,164
2022-06-13,"LL",8,"Ditch","b","Diptera","",1,1.208,0.0265411222828806,0.432900432900433,1,"sand",3.98,0.908,8.93945833333333,47460.7,0,100,164
2022-06-13,"LL",8,"Ditch","a","Diptera","",12,2.78325,2.10047380380931,5.19480519480519,1,"sand",3.98,0.908,8.93945833333333,47460.7,0,100,164
2022-06-13,"LL",9,"Ditch","a","Diptera","",97,2.03505,8.36757156981966,41.991341991342,1,"gravel",3.43,0.678,9.27115625,53076.4,50,50,164
2022-06-13,"LL",9,"Ditch","b","Diptera","",1,2.396,0.124763689858122,0.432900432900433,1,"gravel",3.43,0.678,9.27115625,53076.4,50,50,164
2022-06-13,"LL",9,"Ditch","c","Diptera","",111,1.72145,6.55982666184247,48.051948051948,1,"gravel",3.43,0.678,9.27115625,53076.4,50,50,164
2022-06-13,"LL",10,"Ditch","a","Diptera","",1,1.517,0.0444094530100295,0.432900432900433,1,"sand",3,0.592,9.652625,55813.3,0,100,164
2022-06-13,"LL",10,"Ditch","c","Diptera","",3,1.97066666666667,0.240655079007711,1.2987012987013,1,"sand",3,0.592,9.652625,55813.3,0,100,164
2022-06-13,"LL",10,"Ditch","b","Diptera","",86,1.68395,4.83560075979589,37.2294372294372,1,"sand",3,0.592,9.652625,55813.3,0,100,164
2022-06-14,"FC",1,"Ditch","a","Diptera","",40,2.82735,7.25480659047928,17.3160173160173,1,"gravel",9.01,0.435,6.21025,26.8,70,30,165
2022-06-14,"FC",1,"Ditch","b","Plecoptera","",1,8.872,4.50316395163759,0.432900432900433,1,"gravel",9.01,0.435,6.21025,26.8,70,30,165
2022-06-14,"FC",1,"Ditch","c","Ephemeroptera","",1,4.339,0.234215851635139,0.432900432900433,1,"gravel",9.01,0.435,6.21025,26.8,70,30,165
2022-06-14,"FC",1,"Ditch","b","Diptera","",415,2.97535,84.4679832131177,179.65367965368,1,"gravel",9.01,0.435,6.21025,26.8,70,30,165
2022-06-14,"FC",1,"Ditch","b","Ephemeroptera","",1,4.755,0.294185222689728,0.432900432900433,1,"gravel",9.01,0.435,6.21025,26.8,70,30,165
2022-06-14,"FC",1,"Ditch","c","Diptera","",212,2.8495,39.1346133119223,91.7748917748918,1,"gravel",9.01,0.435,6.21025,26.8,70,30,165
2022-06-14,"FC",2,"Ditch","b","Ephemeroptera","",4,5.8655,1.98452052298708,1.73160173160173,1,"sand",6.01333333333333,0.7975,NA,987.2,20,80,165
2022-06-14,"FC",2,"Ditch","b","Diptera","",297,3.28165,75.4350128320964,128.571428571429,1,"sand",6.01333333333333,0.7975,NA,987.2,20,80,165
2022-06-14,"FC",2,"Ditch","a","Diptera","",334,3.0029,69.4123653968983,144.588744588745,1,"sand",6.01333333333333,0.7975,NA,987.2,20,80,165
2022-06-14,"FC",2,"Ditch","c","Diptera","",86,2.7386,14.5131307312768,37.2294372294372,1,"sand",6.01333333333333,0.7975,NA,987.2,20,80,165
2022-06-14,"FC",3,"Ditch","a","Diptera","",15,2.9082,2.89954678719002,6.49350649350649,1,"sand",6.175,0.62375,6.17941666666667,2514.3,40,60,165
2022-06-14,"FC",3,"Ditch","b","Diptera","",34,3.0377,7.25234340188933,14.7186147186147,1,"sand",6.175,0.62375,6.17941666666667,2514.3,40,60,165
2022-06-14,"FC",3,"Ditch","c","Diptera","",127,2.78105,22.1903224825552,54.978354978355,1,"sand",6.175,0.62375,6.17941666666667,2514.3,40,60,165
2022-06-14,"FC",4,"Ditch","a","Diptera","",138,2.55425,19.8949286738162,59.7402597402597,1,"gravel",5.27666666666667,0.4525,6.98754166666667,5079.6,50,50,165
2022-06-14,"FC",4,"Ditch","c","Diptera","",30,2.1839,3.03553522798363,12.987012987013,1,"gravel",5.27666666666667,0.4525,6.98754166666667,5079.6,50,50,165
2022-06-14,"FC",4,"Ditch","b","Diptera","",36,2.53855,5.11816453903265,15.5844155844156,1,"gravel",5.27666666666667,0.4525,6.98754166666667,5079.6,50,50,165
2022-06-14,"FC",5,"Ditch","b","Diptera","",188,2.49265,25.6484074253653,81.3852813852814,1,"gravel",5.31666666666667,0.5225,7.65429166666667,7918.5,80,20,165
2022-06-14,"FC",5,"Ditch","c","Diptera","",49,2.54325,6.99557394618932,21.2121212121212,1,"gravel",5.31666666666667,0.5225,7.65429166666667,7918.5,80,20,165
2022-06-14,"FC",5,"Ditch","a","Diptera","",47,2.68165,7.56370536442426,20.3463203463203,1,"gravel",5.31666666666667,0.5225,7.65429166666667,7918.5,80,20,165
2022-06-14,"FC",6,"Ditch","c","Diptera","",141,3.6979,46.9078785054413,61.038961038961,1,"sand",7.2,0.68125,7.96479166666667,10263,30,70,165
2022-06-14,"FC",6,"Ditch","b","Diptera","",260,2.49875,35.6676834401427,112.554112554113,1,"sand",7.2,0.68125,7.96479166666667,10263,30,70,165
2022-06-14,"FC",6,"Ditch","c","Trichoptera","",2,10.592,8.12557559121765,0.865800865800866,1,"sand",7.2,0.68125,7.96479166666667,10263,30,70,165
2022-06-14,"FC",6,"Ditch","a","Diptera","",151,2.42585,19.373918584362,65.3679653679654,1,"sand",7.2,0.68125,7.96479166666667,10263,30,70,165
2022-06-14,"FC",7,"Ditch","a","Diptera","",119,1.99745,9.8417095748584,51.5151515151515,0,"gravel",8.37666666666667,0.70375,7.537,45.3,80,20,165
2022-06-14,"FC",7,"Ditch","a","Plecoptera","",2,6.5455,5.38684825325353,0.865800865800866,0,"gravel",8.37666666666667,0.70375,7.537,45.3,80,20,165
2022-06-14,"FC",7,"Ditch","c","Diptera","",91,1.7952,5.91268062631945,39.3939393939394,0,"gravel",8.37666666666667,0.70375,7.537,45.3,80,20,165
2022-06-14,"FC",7,"Ditch","b","Diptera","",41,2.40355,5.15181206700312,17.7489177489177,0,"gravel",8.37666666666667,0.70375,7.537,45.3,80,20,165
2022-06-14,"FC",7,"Ditch","c","Plecoptera","",1,6.609,2.73773109532991,0.432900432900433,0,"gravel",8.37666666666667,0.70375,7.537,45.3,80,20,165
2022-06-14,"FC",7,"Ditch","a","Ephemeroptera","",3,5.14966666666667,1.07638420305768,1.2987012987013,0,"gravel",8.37666666666667,0.70375,7.537,45.3,80,20,165
2022-06-14,"FC",7,"Ditch","c","Ephemeroptera","",1,5.627,0.447409884405031,0.432900432900433,0,"gravel",8.37666666666667,0.70375,7.537,45.3,80,20,165
2022-06-14,"FC",8,"Ditch","b","Diptera","",35,2.3615,4.22591563421958,15.1515151515152,1,"sand",5.885,0.53,8.21670833333333,1689.6,20,80,165
2022-06-14,"FC",8,"Ditch","a","Diptera","",120,2.0571,10.6068510686171,51.948051948052,1,"sand",5.885,0.53,8.21670833333333,1689.6,20,80,165
2022-06-14,"FC",8,"Ditch","c","Diptera","",82,2.09115,7.52198364413933,35.4978354978355,1,"sand",5.885,0.53,8.21670833333333,1689.6,20,80,165
2022-06-14,"FC",9,"Ditch","a","Diptera","",112,2.7251,18.690906154736,48.4848484848485,1,"sand",6.31666666666667,0.535,8.8375,3416.3,10,90,165
2022-06-14,"FC",9,"Ditch","b","Diptera","",96,2.85105,17.7431273142117,41.5584415584416,1,"sand",6.31666666666667,0.535,8.8375,3416.3,10,90,165
2022-06-14,"FC",9,"Ditch","c","Diptera","",34,1.68475,1.91380233215638,14.7186147186147,1,"sand",6.31666666666667,0.535,8.8375,3416.3,10,90,165
2022-06-14,"FC",10,"Ditch","a","Diptera","",172,2.44405,22.4442580645757,74.4588744588744,1,"sand",5.81666666666667,0.7125,9.58329166666667,5214.2,10,90,165
2022-06-14,"FC",10,"Ditch","b","Diptera","",208,3.11755,47.0467570372744,90.04329004329,1,"sand",5.81666666666667,0.7125,9.58329166666667,5214.2,10,90,165
2022-06-14,"FC",10,"Ditch","c","Trichoptera","Hydroptilidae",1,2.687,0.0760789049245291,0.432900432900433,1,"sand",5.81666666666667,0.7125,9.58329166666667,5214.2,10,90,165
2022-06-14,"FC",10,"Ditch","c","Diptera","",516,2.8434,94.7919594291466,223.376623376623,1,"sand",5.81666666666667,0.7125,9.58329166666667,5214.2,10,90,165
2022-06-15,"BB",1,"Ditch","a","Ephemeroptera","",5,4.9604,1.63426560358716,2.16450216450216,0,"gravel",3.5,0.365,10.9841666666667,733.3,80,20,166
2022-06-15,"BB",1,"Ditch","c","Ephemeroptera","",16,5.649875,7.23123954881695,6.92640692640693,0,"gravel",3.5,0.365,10.9841666666667,733.3,80,20,166
2022-06-15,"BB",1,"Ditch","b","Diptera","",605,3.23185,148.444150333189,261.904761904762,0,"gravel",3.5,0.365,10.9841666666667,733.3,80,20,166
2022-06-15,"BB",1,"Ditch","a","Diptera","",148,2.6679,23.5425175657031,64.0692640692641,0,"gravel",3.5,0.365,10.9841666666667,733.3,80,20,166
2022-06-15,"BB",1,"Ditch","c","Diptera","",303,3.03985,64.734605864269,131.168831168831,0,"gravel",3.5,0.365,10.9841666666667,733.3,80,20,166
2022-06-15,"BB",1,"Ditch","b","Ephemeroptera","",7,4.606,1.90235117302439,3.03030303030303,0,"gravel",3.5,0.365,10.9841666666667,733.3,80,20,166
2022-06-15,"BB",2,"Ditch","c","Diptera","",1517,2.3521,181.519655793026,656.709956709957,0,"gravel",3.13666666666667,0.48375,8.95620833333333,1975.4,80,20,166
2022-06-15,"BB",2,"Ditch","b","Diptera","",275,2.15385,26.9679312634149,119.047619047619,0,"gravel",3.13666666666667,0.48375,8.95620833333333,1975.4,80,20,166
2022-06-15,"BB",2,"Ditch","a","Diptera","",235,2.4263,30.1641047080338,101.731601731602,0,"gravel",3.13666666666667,0.48375,8.95620833333333,1975.4,80,20,166
